gender,age_category,married,state,number_of_referals_group,tenure,value_deal,phone_service,multiple_lines,internet_service,contract,paperless_billing,payment_method,internet_type_fill,online_security_fill,online_backup_fill,device_protection_plan_fill,premium_support_fill,streaming_tv_fill,streaming_movies_fill,streaming_music_fill,unlimited_data_fill,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_status
1,5,1,12,0,2,5,1,1,1,2,1,0,2,0,0,0,0,0,0,0,1,743,109625,0,0,49098,158723,1
0,3,0,9,0,0,5,1,1,1,1,1,0,2,0,1,1,0,1,1,1,1,1034,737265,0,0,22104,759369,1
1,3,1,5,1,1,5,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1995,90705,0,0,61732,152437,0
1,0,0,16,3,0,4,1,0,1,2,0,0,2,0,0,0,0,1,1,1,0,9055,9055,0,60,1544,16599,1
0,3,0,12,3,0,1,1,1,1,2,1,0,2,0,1,0,1,1,1,1,1,10375,596995,0,0,1698,613975,0
0,5,1,6,3,0,5,1,1,1,2,1,0,2,0,1,1,0,1,1,1,1,1035,64794,0,0,114282,762222,0
1,3,1,13,2,2,4,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,359,359,0,0,0,359,1
1,2,0,6,3,0,5,1,1,0,1,0,2,2,0,0,0,0,0,0,0,1,2445,108825,0,0,212895,32172,0
0,2,0,9,1,2,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,197,10519,0,0,184128,289318,0
0,4,1,5,3,1,5,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,8575,62238,46,0,217828,839748,0
1,0,1,21,2,2,1,1,1,1,0,0,0,2,1,1,0,0,0,1,1,1,961,600145,0,0,189162,789307,0
1,4,1,15,3,2,5,1,0,1,2,0,1,0,0,0,1,1,0,0,0,1,5505,5505,0,0,1465,697,0
1,0,1,5,0,2,1,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,2525,157305,0,0,15435,311655,0
0,4,0,19,1,1,5,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,7085,473885,0,0,290466,764351,0
0,4,1,12,3,1,5,1,1,1,0,1,0,2,1,0,0,0,0,0,0,0,8025,3037,0,30,35,3687,0
0,0,0,6,0,2,5,1,1,1,2,1,1,2,0,0,0,0,0,1,1,1,8545,8545,0,0,3103,11648,1
0,2,0,6,3,0,0,1,1,1,0,1,1,2,0,1,1,0,1,1,1,0,10245,661515,0,130,321882,996397,1
0,3,0,12,3,2,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,11405,82892,0,0,41832,870752,0
0,5,1,18,2,0,5,1,0,1,2,1,0,2,0,0,0,0,0,0,0,1,6925,6925,0,0,373,10655,1
0,0,1,6,3,2,5,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,8345,388785,0,0,218448,607233,0
0,5,0,11,3,2,0,1,1,1,1,1,1,2,0,0,0,0,0,0,0,1,7565,54114,2567,0,11809,656663,0
1,2,0,8,2,2,5,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,201,2795,0,0,5372,8167,0
1,4,0,12,0,2,5,1,0,1,2,1,0,2,0,0,0,0,0,0,0,1,6935,6935,0,0,4586,11521,1
0,3,0,21,0,2,2,1,1,1,2,1,1,2,1,1,0,0,0,1,1,1,943,26797,0,0,12498,39295,0
0,1,1,9,2,2,1,1,1,1,2,0,0,2,0,1,0,0,0,0,0,1,8045,33989,0,0,179869,519759,0
0,0,1,13,3,1,4,1,0,1,2,0,1,1,0,0,0,0,0,0,0,1,4565,32345,0,0,3414,35759,0
1,3,1,2,0,1,5,1,1,1,2,0,0,2,0,1,1,1,1,1,1,0,1111,601485,0,50,252396,858881,1
0,2,0,6,1,2,5,1,0,1,2,0,0,1,0,0,1,0,0,1,1,1,592,592,0,0,1358,7278,1
1,1,0,12,0,2,0,1,1,1,2,1,0,2,0,1,1,0,0,1,1,0,9325,666945,0,90,188576,864521,0
0,0,1,7,2,2,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,25,7892,224,0,0,7668,0
0,3,1,12,3,0,5,1,0,0,2,0,0,2,0,0,0,0,0,0,0,1,195,8052,0,0,167203,247723,0
1,0,0,19,2,2,4,1,0,1,2,0,0,2,0,0,0,0,0,0,1,1,707,5534,0,0,33544,88884,0
0,2,1,19,1,0,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,7135,7135,0,0,404,11175,1
0,1,1,20,3,1,1,1,0,1,0,1,0,2,0,1,0,0,1,1,1,1,95,55358,0,0,240426,794006,0
0,2,1,3,0,1,5,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,2025,10298,0,0,41595,144575,0
0,3,0,1,2,2,3,1,0,1,2,1,1,2,0,0,0,0,1,0,0,0,783,103395,0,150,41509,159904,0
0,3,0,12,1,2,5,0,0,1,2,0,0,0,0,1,0,1,0,1,1,1,4495,308535,0,0,0,308535,0
0,3,1,10,1,1,5,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,2525,11082,0,0,141246,252066,0
0,0,1,2,1,0,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,201,5794,0,0,9372,15166,0
0,3,0,11,1,1,5,1,0,1,2,1,1,2,0,0,0,1,1,1,1,1,957,233835,0,0,9525,24336,0
0,2,1,9,1,0,5,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,5255,5255,0,0,0,5255,0
0,6,0,8,0,2,5,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,6065,39759,0,0,27574,67333,0
0,4,0,12,3,1,1,1,1,1,0,1,2,2,1,0,1,0,1,1,1,1,1044,52329,0,0,10395,62724,0
0,0,0,1,3,2,5,1,0,1,2,0,0,2,0,0,0,0,0,1,1,1,805,805,0,0,3577,11627,1
0,0,0,7,3,2,3,1,0,0,2,1,0,2,0,0,0,0,0,0,0,1,195,413,0,0,2194,6324,0
0,0,1,17,0,2,2,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,4115,17009,0,0,0,17009,0
0,1,0,4,2,0,5,1,0,1,0,1,1,2,0,1,0,0,1,1,1,1,9565,67442,0,0,323403,997823,0
0,3,0,17,3,2,5,1,0,1,2,0,0,2,1,0,1,0,1,1,1,1,10175,16694,0,0,3618,20312,0
0,2,0,19,0,1,3,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,201,40705,0,0,3384,74545,0
1,1,1,18,0,2,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,8355,60933,0,90,152712,771042,0
0,1,1,19,3,1,5,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,7635,260635,0,0,161532,422167,0
0,2,0,20,3,0,5,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,7455,419145,0,0,76572,495717,0
0,4,1,1,1,0,3,1,1,1,2,1,1,2,0,1,0,0,0,0,0,0,7885,160025,0,50,6677,231795,0
1,5,1,2,1,1,4,1,0,1,0,0,1,2,0,0,1,0,0,0,0,0,7505,2029,549,10,12432,33173,0
0,1,1,21,3,2,5,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,239,3008,0,0,0,3008,1
0,0,1,18,1,2,0,1,1,1,1,1,1,2,1,0,1,1,0,0,0,1,9095,593005,0,0,178794,771799,0
0,0,0,6,2,2,2,1,1,1,2,1,1,2,1,1,0,0,0,0,0,1,8665,220875,0,0,129662,350537,0
0,0,1,18,1,2,5,1,0,0,2,0,2,2,0,0,0,0,0,0,0,1,204,204,0,0,1781,3821,0
1,4,0,21,1,2,1,1,1,1,2,1,1,0,1,1,1,0,1,0,0,1,7455,302355,0,0,117055,41941,0
1,3,1,19,0,2,5,1,1,1,0,1,1,2,1,0,1,1,0,0,0,1,-2,40138,2549,0,181546,580377,0
1,3,1,17,1,1,0,1,1,1,0,1,1,2,1,1,1,1,0,1,1,1,1072,73171,0,0,230253,961963,0
0,2,0,0,2,1,0,1,1,0,1,1,1,2,0,0,0,0,0,0,0,1,2595,18019,0,0,175441,355631,0
1,2,1,0,3,0,5,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,797,52934,0,0,286559,815899,1
1,1,0,8,0,1,5,1,0,0,2,0,2,2,0,0,0,0,0,0,0,1,2045,2045,0,0,3961,6006,0
0,2,1,19,0,1,5,1,0,1,2,0,0,1,0,0,0,1,0,0,0,1,494,40825,0,0,1672,57545,0
1,3,1,9,3,1,5,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,764,39663,0,0,161466,558096,0
1,5,0,5,2,2,5,1,1,1,1,0,0,2,0,0,1,1,1,1,0,1,10415,449565,0,0,91652,541217,0
0,3,0,12,1,0,4,1,0,1,2,1,0,2,0,0,0,0,0,0,0,1,699,699,0,0,4566,11556,1
1,1,0,12,1,2,5,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,394,197865,0,130,0,210865,0
1,5,1,16,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1145,833195,0,0,4032,873515,0
0,1,0,21,1,2,5,1,0,1,2,1,0,0,0,0,1,0,1,0,0,1,843,13084,0,0,4245,17329,1
1,4,1,8,2,2,5,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,697,37296,0,0,167957,540917,0
0,4,0,19,1,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1985,99695,0,0,152337,252032,0
1,1,0,18,3,0,5,1,0,1,0,1,1,2,1,1,0,0,1,1,1,1,10005,529965,0,0,185058,715023,0
0,3,0,2,3,1,5,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,388,603,0,0,0,603,0
1,3,0,19,3,0,0,1,1,1,1,1,1,2,1,1,1,0,1,0,0,1,9935,69445,0,0,3360,103045,0
0,2,1,17,3,1,5,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,494,1844,0,10,3908,23348,1
0,2,0,13,0,0,5,1,1,0,0,1,0,2,0,0,0,0,0,0,0,1,2475,134215,0,0,155898,290113,0
1,3,1,18,0,2,5,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,6325,334245,0,130,240448,587693,0
0,4,1,19,1,0,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,193,22875,0,0,50136,73011,0
1,2,0,19,3,2,5,1,0,1,2,1,2,1,0,0,0,0,0,1,1,1,5475,5475,0,0,1301,6776,1
1,4,0,19,1,2,5,1,1,1,2,1,1,2,0,0,0,1,0,1,1,1,899,272315,0,0,9591,368225,0
0,4,0,1,1,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,202,102725,0,0,89472,192197,0
0,3,0,9,3,2,4,1,1,1,2,1,0,2,0,1,0,1,0,0,0,1,854,4011,4537,0,21145,56718,1
0,3,0,11,1,0,5,1,0,1,2,1,2,0,1,0,0,0,0,0,0,1,51,35405,0,0,24143,59548,1
1,3,0,11,1,0,3,1,0,1,2,1,2,0,0,0,0,0,1,0,0,1,563,62865,0,0,20724,83589,0
0,2,0,5,3,1,5,1,0,1,1,1,1,2,0,0,0,1,1,1,1,0,952,42858,4395,50,21609,645275,0
1,0,0,15,1,2,5,1,0,1,2,0,0,2,1,1,0,0,0,0,0,1,8195,207005,0,0,11167,318675,0
0,3,0,21,0,2,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,198,10132,0,0,935,11067,0
1,1,1,19,0,2,5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,9015,623705,0,0,175,641205,0
0,5,1,13,0,1,5,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,596,2754,0,0,69466,344866,0
0,4,1,5,1,0,3,1,0,1,2,1,1,0,0,1,1,1,0,0,0,0,838,102975,4458,80,34356,140873,1
0,1,0,15,0,1,5,1,0,0,2,0,2,2,0,0,0,0,0,0,0,1,20,636,0,0,1206,1842,0
0,3,1,17,2,1,5,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,1955,1955,0,0,4063,6018,0
1,2,0,2,0,2,5,1,1,1,1,0,0,2,0,0,1,1,1,1,1,1,104,70285,0,0,12765,715615,0
0,0,0,17,2,1,4,1,1,1,0,1,0,2,0,0,1,0,1,0,0,1,-10,7679,0,0,27414,104204,0
1,3,1,13,0,0,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,648,471975,0,0,0,471975,0
0,0,1,9,2,0,4,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,655,56435,0,0,18944,75379,0
0,3,0,2,2,2,5,1,1,0,2,0,1,2,0,0,0,0,0,0,0,1,2555,37245,0,0,4438,81625,0
0,2,0,3,0,0,3,1,1,1,2,1,0,2,0,1,0,0,0,0,0,1,805,8969,0,0,1265,10234,1
0,3,1,20,1,0,5,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,6565,432285,0,0,152961,585246,0
0,1,1,0,3,1,4,1,1,1,2,1,0,1,1,1,1,0,0,0,0,1,655,57315,0,0,6984,64299,0
0,0,1,19,3,2,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,201,40185,0,0,69714,109899,0
0,4,0,5,1,2,0,1,1,1,1,1,0,2,0,1,1,1,0,1,1,1,9865,712945,0,0,253512,966457,0
0,3,0,14,0,1,3,1,1,1,2,1,1,1,0,0,1,0,0,0,0,1,561,10339,0,0,70072,173462,0
1,5,0,17,0,0,5,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,-3,13398,0,0,90195,224175,0
0,2,0,19,3,2,5,1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,5565,140055,0,60,21576,167631,1
1,3,1,17,0,1,5,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,5135,20751,0,80,0,21551,0
1,2,1,13,3,1,5,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,4455,4455,0,0,411,8565,0
1,0,1,12,3,2,3,1,0,1,2,1,0,2,0,0,1,0,1,1,1,1,949,104885,0,0,4022,145105,1
0,2,0,19,2,2,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,205,3825,0,0,6202,10027,0
0,0,0,9,2,2,3,1,0,0,2,0,0,2,0,0,0,0,0,0,0,1,2025,32745,0,0,33664,66409,1
1,1,1,0,3,2,5,1,0,1,2,0,1,1,0,0,1,0,0,0,0,1,502,66885,0,0,567,72555,0
0,3,0,19,2,2,4,1,0,0,2,1,1,2,0,0,0,0,0,0,0,1,199,4575,0,0,12408,16983,0
0,2,0,15,3,0,3,1,1,1,2,0,0,2,0,0,0,0,0,0,0,1,756,17586,0,0,63503,239363,1
0,1,0,0,1,2,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,193,11927,0,0,150863,270133,0
1,1,1,15,3,0,5,1,0,1,1,0,1,2,1,1,1,1,1,1,1,0,1093,778285,0,70,202137,987422,0
0,1,1,11,0,0,5,1,0,1,2,1,0,1,0,1,0,1,0,1,1,1,658,167965,2929,0,305,168086,0
1,3,0,12,1,1,4,1,1,1,2,1,0,2,0,0,0,0,0,0,0,1,7585,72465,0,0,6588,79053,0
1,2,0,7,1,0,5,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,4515,41645,0,0,14058,55703,1
1,0,0,5,2,2,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,7385,3371,0,0,115605,452705,0
1,2,1,7,1,0,4,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1985,359,0,0,3028,6618,1
0,0,0,21,2,2,5,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,641,432625,1912,0,58616,489329,0
1,2,0,3,1,0,5,1,1,1,2,1,1,2,0,1,1,0,1,1,1,1,1045,403685,0,0,15076,554445,1
0,3,0,9,0,0,5,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,6605,302145,0,40,30832,336977,0
1,4,1,12,0,1,5,1,0,1,2,1,1,0,0,0,0,0,1,0,0,1,5355,5355,0,0,159,5514,1
0,4,1,17,3,1,5,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,809,171495,0,60,23667,201162,0
0,1,1,12,0,1,5,1,0,1,1,0,1,2,1,1,1,1,1,1,1,1,-10,704975,0,0,82782,787757,0
0,5,1,8,0,0,5,1,0,1,2,1,2,2,0,0,0,0,1,1,1,1,8955,385675,0,0,168216,553891,1
0,1,1,0,0,0,5,1,1,1,2,1,0,0,0,1,0,0,0,1,1,1,64,37025,0,0,2239,59415,0
0,1,1,19,1,1,5,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,851,465795,0,0,46145,51194,0
0,5,1,13,0,1,5,1,1,1,2,1,0,2,0,1,0,0,0,0,0,1,795,437025,0,0,247158,684183,1
1,2,0,9,0,1,5,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,1975,1975,0,0,1577,3552,0
0,2,1,21,1,1,5,1,0,1,2,1,0,2,0,0,1,1,0,1,1,1,8755,30781,0,0,99792,407602,1
1,0,1,21,3,2,4,1,0,1,2,1,1,1,0,0,0,0,0,0,0,1,444,34815,0,0,34785,696,0
0,1,0,17,1,1,1,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,255,112105,0,0,19044,302545,0
0,4,0,18,0,0,5,1,0,0,2,1,1,2,0,0,0,0,0,0,0,1,194,16865,0,0,6433,23298,0
0,1,1,9,0,1,5,1,1,1,2,1,0,2,0,0,0,0,1,0,0,1,84,42475,0,0,24245,6672,0
1,0,0,17,1,1,1,1,1,1,0,0,0,2,1,0,1,0,1,1,1,1,10575,422855,0,0,888,511655,0
1,3,0,7,3,1,4,1,0,1,2,0,0,2,0,0,1,0,1,1,1,1,965,49255,0,0,1043,59685,1
0,4,1,17,0,1,3,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,60,134715,0,0,3197,137912,0
0,0,1,19,1,2,3,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,648,11756,0,0,77095,194655,0
0,0,0,21,0,2,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,849,52645,0,0,77592,604042,0
1,0,1,6,3,2,5,1,1,1,0,0,0,2,1,1,1,1,1,1,1,1,-2,794215,0,0,288882,1083097,0
0,3,1,21,3,0,5,1,0,1,2,0,0,2,0,1,0,0,0,0,0,1,758,758,0,0,1448,9028,1
0,3,1,10,3,2,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,795,51961,0,0,82368,601978,0
0,3,0,19,1,0,4,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,209,209,0,0,1551,3641,1
0,2,0,2,0,0,5,1,0,1,1,1,0,2,0,0,1,1,0,0,0,1,8045,320155,0,0,95355,41551,1
0,6,0,18,2,2,5,1,1,1,2,1,0,2,0,1,1,0,0,0,0,1,852,396935,0,0,79101,476036,1
0,2,0,21,3,2,3,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1955,22315,2632,0,18832,38515,0
0,1,1,2,3,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,1,34,150535,4922,0,0,145613,0
0,2,1,5,3,2,4,1,0,1,2,1,0,2,1,0,0,1,0,0,0,1,8015,19455,0,0,5316,24771,0
1,3,0,8,0,1,5,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,6475,87735,0,0,17316,105051,0
0,3,0,0,2,0,5,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,2515,15099,0,0,1711,32209,0
1,2,0,15,0,2,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,661,442845,0,0,248886,691731,0
0,5,0,21,1,2,5,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,251,167215,0,0,98423,265638,0
0,2,1,2,3,2,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1945,119595,0,0,60635,18023,0
0,4,1,0,1,2,4,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,1965,16975,0,0,20936,37911,0
1,4,1,11,2,0,5,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,251,251,0,0,0,251,1
0,2,1,9,0,0,5,0,0,1,2,0,1,1,1,0,1,0,0,0,0,0,35,13575,0,50,0,18575,0
0,0,1,5,2,2,5,1,1,1,2,0,0,2,0,0,0,0,0,1,1,1,856,18684,0,0,22632,209472,0
1,1,1,0,1,0,5,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,4585,12464,0,30,0,12764,0
1,2,1,5,3,2,5,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,653,35129,0,0,101196,452486,0
0,1,0,9,1,1,5,1,0,1,2,1,0,0,0,1,0,0,1,0,0,1,8355,68005,0,0,25856,93861,1
0,4,1,6,1,0,5,1,1,1,2,1,0,2,0,1,1,0,1,1,1,0,1063,444345,0,130,42763,500108,1
1,1,0,19,1,2,2,1,1,1,2,1,0,2,0,1,0,0,0,0,0,1,8015,226525,0,0,75487,302012,1
0,1,0,11,0,2,4,1,1,1,2,1,0,2,1,0,0,0,0,0,0,1,817,817,0,0,981,9151,1
1,0,1,4,3,0,5,1,1,1,1,1,0,2,0,0,1,1,1,0,0,0,949,361625,0,0,98192,459817,0
0,0,0,12,3,2,5,1,1,1,2,1,0,2,0,1,1,0,1,1,1,1,1019,354535,0,0,88948,443483,1
1,1,0,15,1,2,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,699,42267,0,0,28609,451279,0
0,3,0,5,1,1,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,20,21855,0,0,5538,27393,0
1,4,0,17,3,1,2,1,1,1,2,1,0,2,0,1,0,1,1,1,1,1,1058,2998,0,0,6818,36798,0
0,2,1,6,0,1,3,1,1,1,2,1,0,1,1,1,0,1,1,0,0,1,762,98145,0,0,15327,113472,0
1,5,0,21,1,0,5,1,1,1,2,1,1,2,0,0,0,0,0,1,0,1,848,90685,0,0,451,95195,1
1,2,1,5,3,0,5,1,1,1,2,1,0,2,0,0,0,0,1,1,1,0,957,472975,0,140,2457,732675,0
1,4,0,20,0,2,3,1,1,1,2,0,0,2,0,0,0,0,0,0,0,1,7565,114665,0,0,6957,184235,1
0,1,0,17,0,0,5,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,2015,97335,0,0,13818,111153,0
0,4,1,2,0,2,5,1,1,0,1,1,1,2,0,0,0,0,0,0,0,1,242,14452,0,0,212524,357044,0
0,4,1,7,1,1,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,204,7435,0,0,26486,100836,0
0,3,1,16,0,2,5,1,0,1,2,1,0,2,0,0,0,0,1,0,0,1,7955,7955,0,0,404,8359,1
0,0,1,15,0,2,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,20,86085,0,0,162184,248269,0
1,6,1,4,0,0,5,0,0,1,2,1,0,1,0,1,0,0,1,1,1,0,4915,25509,0,30,0,25809,1
0,1,1,9,0,2,5,1,0,1,2,0,2,0,0,1,0,0,0,0,0,1,4925,20845,0,0,15204,36049,0
0,4,0,19,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1164,854325,0,0,207792,1062117,0
0,2,0,10,3,0,4,0,0,1,2,0,1,0,1,0,0,0,0,0,0,1,-4,917,0,0,0,917,1
0,3,1,17,1,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,446,64125,0,0,6293,127055,0
0,4,0,6,3,1,5,1,0,1,2,0,0,1,0,0,1,0,0,0,0,1,-4,34025,0,0,3591,37616,1
1,4,1,7,1,1,5,1,0,1,1,1,0,2,0,0,1,0,1,1,1,1,9655,226345,0,0,49872,276217,0
1,3,0,12,3,2,5,1,0,1,2,1,0,2,0,0,0,0,1,1,1,1,8925,8925,0,0,1664,10589,0
0,2,0,2,3,2,5,1,0,1,2,1,0,2,0,0,0,0,0,0,0,1,7005,7005,0,0,2789,9794,1
0,3,0,17,0,0,5,1,0,1,2,0,1,0,0,0,1,0,0,0,0,0,497,108125,0,150,97198,220323,0
0,1,1,12,1,1,2,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,5845,19554,0,0,29007,224547,0
0,4,1,2,3,2,3,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,2495,2804,0,0,30684,58724,0
1,3,0,9,2,0,4,1,0,0,2,1,2,2,0,0,0,0,0,0,0,1,1935,1526,0,0,27896,43156,0
0,3,0,10,0,1,5,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,6435,205305,4639,0,154904,35557,0
1,5,0,9,1,2,5,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,247,117435,0,0,202095,31953,0
0,0,0,18,1,2,5,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,507,21455,3992,0,65,23963,0
0,3,0,11,1,0,3,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,459,69345,1627,0,0,67718,0
0,1,0,0,1,0,0,1,1,1,1,1,0,2,0,1,1,1,1,1,1,1,110,761185,0,0,100572,861757,1
0,0,1,19,3,2,5,1,1,1,1,1,0,2,1,0,1,0,1,1,1,1,1055,7544,0,0,158112,912512,0
0,1,0,12,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,8045,566225,0,0,188718,754943,0
1,1,0,12,1,1,5,0,0,1,2,1,0,1,0,0,0,0,0,1,1,1,3555,3555,0,0,0,3555,1
1,0,1,16,3,0,5,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,10895,7875,0,0,153072,940572,0
0,1,0,5,3,0,5,1,0,1,2,1,1,1,1,1,0,1,0,1,1,1,7105,18377,2808,0,585,186812,0
1,4,1,9,0,1,5,1,0,1,2,1,1,0,0,0,0,1,0,1,1,1,6095,62955,0,0,835,71305,0
1,2,1,16,3,2,5,1,0,1,2,1,0,2,0,0,1,0,1,1,1,0,947,7403,0,80,15592,97622,1
0,4,0,0,3,1,5,1,1,1,1,1,0,2,1,0,0,0,1,1,1,1,1024,647185,0,0,6897,716155,0
1,1,1,6,3,1,4,1,1,1,2,1,0,2,1,0,0,0,0,0,0,1,8015,31985,0,0,26,34585,0
1,1,1,19,0,2,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,46,242405,0,90,0,251405,0
0,1,0,19,0,2,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,20,5993,0,0,94047,153977,0
0,5,0,17,1,2,5,1,0,1,0,0,1,2,1,0,0,1,1,0,0,1,9015,31288,0,0,90066,402946,0
0,0,0,10,3,2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,7985,47861,0,0,11446,490056,0
0,2,0,4,0,0,5,1,1,1,2,1,1,2,0,1,1,0,1,0,0,1,9405,51875,0,0,24774,76649,0
0,5,0,18,2,0,5,1,0,1,1,1,0,2,1,1,0,1,0,0,0,1,8515,36705,0,0,195536,562586,0
1,5,0,7,1,2,2,1,0,1,2,1,0,0,0,0,1,0,1,1,1,1,9315,223105,0,0,3864,261745,1
1,1,0,19,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,337,153785,0,0,0,153785,0
1,4,0,2,0,1,5,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,2005,417,0,0,75658,117358,0
0,0,1,18,1,2,2,1,1,1,2,1,0,2,0,0,0,0,0,0,0,1,742,199325,0,0,47502,246827,0
1,0,1,7,0,0,1,1,0,1,0,1,1,2,0,0,1,1,1,1,1,1,9925,49208,0,0,166257,658337,0
0,3,1,0,1,0,0,1,1,1,1,1,1,2,0,0,1,0,0,0,0,1,792,542065,0,0,148764,690829,0
0,5,0,12,3,2,5,1,1,1,2,1,0,2,0,0,0,0,0,0,0,1,77,23775,0,0,14502,38277,1
1,5,0,21,1,2,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,516,1442,0,0,109185,253385,0
0,2,1,6,0,0,2,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,508,13868,0,0,0,13868,0
1,1,1,10,1,0,4,1,1,1,2,1,0,2,1,0,0,0,0,1,1,1,8915,41325,0,0,787,49195,0
0,5,0,15,0,1,5,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,3985,14346,0,0,0,14346,0
